millis,sens0,sens1,sens2,sens3,sens4
118000,434,1023,1023,1023,1023
118500,434,1023,1023,1023,1023
119000,434,1023,1023,1023,1023
119500,437,1023,1023,1023,1023
120000,436,1023,1023,1023,1023
120500,435,1023,1023,1023,1023
121000,440,1023,1023,1023,1023
121500,438,1023,1023,1023,1023
122000,433,1023,1023,1023,1023
122500,422,1023,1023,1023,1023
123000,440,1023,1023,1023,1023
123500,442,1023,1023,1023,1023
124000,441,1023,1023,1023,1023
124500,447,1023,1023,1023,1023
125000,446,1023,1023,1023,1023
125500,443,1023,1023,1023,1023
126000,443,1023,1023,1023,1023
126500,446,1023,1023,1023,1023
127000,443,1023,1023,1023,1023
127500,440,1023,1023,1023,1023
128000,444,1023,1023,1023,1023
128500,455,1023,1023,1023,1023
129000,457,1023,1023,1023,1023
129500,456,1023,1023,1023,1023
130000,453,1023,1023,1023,1023
130500,454,1023,1023,1023,1023
131000,454,1023,1023,1023,1023
131500,455,1023,1023,1023,1023
132000,450,1023,1023,1023,1023
132500,450,1023,1023,1023,1023
133000,450,1023,1023,1023,1023
133500,442,1023,1023,1023,1023
134000,442,1023,1023,1023,1023
134500,443,1023,1023,1023,1023
135000,443,1023,1023,1023,1023
135500,437,1023,1023,1023,1023
136000,436,1023,1023,1023,1023
136500,438,1023,1023,1023,1023
137000,435,1023,1023,1023,1023
137500,435,1023,1023,1023,1023
138000,435,1023,1023,1023,1023
138500,434,1023,1023,1023,1023
139000,436,1023,1023,1023,1023
139500,436,1023,1023,1023,1023
140000,436,1023,1023,1023,1023
140500,445,1023,1023,1023,1023
141000,444,1023,1023,1023,1023
141500,443,1023,1023,1023,1023
142000,441,1023,1023,1023,1023
142500,448,1023,1023,1023,1023
143000,448,1023,1023,1023,1023
143500,449,1023,1023,1023,1023
144000,448,1023,1023,1023,1023
144500,454,1023,1023,1023,1023
145000,454,1023,1023,1023,1023
145500,455,1023,1023,1023,1023
146000,457,1023,1023,1023,1023
146500,455,1023,1023,1023,1023
147000,455,1023,1023,1023,1023
147500,457,1023,1023,1023,1023
148000,450,1023,1023,1023,1023
148500,450,1023,1023,1023,1023
149000,450,1023,1023,1023,1023
149500,443,1023,1023,1023,1023
150000,443,1023,1023,1023,1023
150500,443,1023,1023,1023,1023
151000,442,1023,1023,1023,1023
151500,437,1023,1023,1023,1023
152000,437,1023,1023,1023,1023
152500,437,1023,1023,1023,1023
153000,435,1023,1023,1023,1023
153500,435,1023,1023,1023,1023
154000,436,1023,1023,1023,1023
154500,436,1023,1023,1023,1023
155000,438,1023,1023,1023,1023
155500,439,1023,1023,1023,1023
156000,438,1023,1023,1023,1023
156500,445,1023,1023,1023,1023
157000,444,1023,1023,1023,1023
157500,444,1023,1023,1023,1023
158000,443,1023,1023,1023,1023
158500,451,1023,1023,1023,1023
159000,450,1023,1023,1023,1023
159500,448,1023,1023,1023,1023
160000,448,1023,1023,1023,1023
160500,452,1023,1023,1023,1023
161000,452,1023,1023,1023,1023
161500,453,1023,1023,1023,1023
162000,454,1023,1023,1023,1023
162500,454,1023,1023,1023,1023
163000,455,1023,1023,1023,1023
163500,455,1023,1023,1023,1023
164000,450,1023,1023,1023,1023
164500,450,1023,1023,1023,1023
165000,451,1023,1023,1023,1023
165500,443,1023,1023,1023,1023
166000,444,1023,1023,1023,1023
166500,444,1023,1023,1023,1023
167000,445,1023,1023,1023,1023
167500,438,1023,1023,1023,1023
168000,438,1023,1023,1023,1023
168500,439,1023,1023,1023,1023
169000,436,1023,1023,1023,1023
169500,435,1023,1023,1023,1023
170000,435,1023,1023,1023,1023
170500,436,1023,1023,1023,1023
171000,437,1023,1023,1023,1023
171500,436,1023,1023,1023,1023
172000,436,1023,1023,1023,1023
172500,441,1023,1023,1023,1023
173000,442,1023,1023,1023,1023
173500,441,1023,1023,1023,1023
174000,441,1023,1023,1023,1023
174500,448,1023,1023,1023,1023
175000,447,1023,1023,1023,1023
175500,447,1023,1023,1023,1023
176000,448,1023,1023,1023,1023
176500,454,1023,1023,1023,1023
177000,454,1023,1023,1023,1023
177500,454,1023,1023,1023,1023
178000,457,1023,1023,1023,1023
178500,456,1023,1023,1023,1023
179000,455,1023,1023,1023,1023
179500,455,1023,1023,1023,1023
180000,452,1023,1023,1023,1023
180500,451,1023,1023,1023,1023
181000,451,1023,1023,1023,1023
181500,444,1023,1023,1023,1023
182000,444,1023,1023,1023,1023
182500,443,1023,1023,1023,1023
183000,443,1023,1023,1023,1023
183500,436,1023,1023,1023,1023
184000,437,1023,1023,1023,1023
184500,436,1023,1023,1023,1023
185000,434,1023,1023,1023,1023
185500,434,1023,1023,1023,1023
186000,432,1023,1023,1023,1023
186500,431,1023,1023,1023,1023
187000,435,1023,1023,1023,1023
187500,435,1023,1023,1023,1023
188000,435,1023,1023,1023,1023
188500,441,1023,1023,1023,1023
189000,442,1023,1023,1023,1023
189500,442,1023,1023,1023,1023
190000,443,1023,1023,1023,1023
190500,450,1023,1023,1023,1023
191000,451,1023,1023,1023,1023
191500,449,1023,1023,1023,1023
192000,287,1006,1023,1023,1023
192500,377,1023,1023,1023,1023
193000,318,993,1023,1023,1023
193500,449,1023,1023,1023,1023
194000,444,1023,1023,1023,1023
194500,445,1023,1023,1023,1023
195000,444,1023,1023,1023,1023
195500,445,1023,1023,1023,1023
196000,437,1023,1023,1023,1023
196500,437,1023,1023,1023,1023
197000,437,1023,1023,1023,1023
197500,432,1023,1023,1023,1023
198000,432,1023,1023,1023,1023
198500,431,1023,1023,1023,1023
199000,431,1023,1023,1023,1023
199500,432,1023,1023,1023,1023
200000,431,1023,1023,1023,1023
200500,432,1023,1023,1023,1023
201000,439,1023,1023,1023,1023
201500,439,1023,1023,1023,1023
202000,439,1023,1023,1023,1023
202500,438,1023,1023,1023,1023
203000,444,1023,1023,1023,1023
203500,444,1023,1023,1023,1023
204000,444,1023,1023,1023,1023
204500,446,1023,1023,1023,1023
205000,445,1023,1023,1023,1023
205500,443,1023,1023,1023,1023
206000,442,1023,1023,1023,1023
206500,437,1023,1023,1023,1023
207000,436,1023,1023,1023,1023
207500,435,1023,1023,1023,1023
208000,434,1023,1023,1023,1023
208500,426,1023,1023,1023,1023
209000,424,1023,1023,1023,1023
209500,424,1023,1023,1023,1023
210000,418,1023,1023,1023,1023
